,num_people,generic_name,event_type,event_location,manufacturer
3462,1,FLUOROSCOPIC X-RAY,Malfunction,,STRYKER
3463,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,ARROW INTERNATIONAL
3464,1,DISPOSABLE SURGICAL CLIP APPLIER,Injury,,TELEFLEX MEDICAL
3465,1,ULTRASONIC-SURGERY DEVICES - REUSAB,Malfunction,NOT APPLICABLE,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
3466,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,ST JUDE MEDICAL - NEUROMODULATION
3467,1,RETRACTOR SYSTEM COMPONENTS,Malfunction,,MAQUET CARDIOVASCULAR
3469,1,"PUMP, INFUSION, ELASTOMERIC",Malfunction,,BAXTER HEALTHCARE
3470,1,DIALYSIS CATHETER,Death,HOSPITAL,ROCHE DIAGNOSTICS
3471,1,FLUOROSCOPIC X-RAY,Malfunction,,STAAR SURGICAL
3472,1,RESERVOIR,Malfunction,,MEDTRONIC
3473,1,INSULIN INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
3474,1,"AGENT, ABSORBABLE HEMOSTATIC, COLLAGEN BASED",Malfunction,,ANIMAS CORPORATION
3475,1,,Injury,OTHER,NIPRO CORPORATION
3477,1,"PUMP, INFUSION",Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
3478,1,,Malfunction,,BAXTER HEALTHCARE
3479,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,MAQUET CARDIOVASCULAR
3480,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,STRYKER
3481,1,INTRAOCULAR LENS,Malfunction,AMBULATORY SURGICAL FACILITY,MEDTRONIC
3482,1,"SYSTEM/DEVICE, PHARMACY COMPOUNDING",Malfunction,,PHILIPS MEDICAL SYSTEMS
3483,1,WHEELED STRETCHER,Malfunction,,BAXTER HEALTHCARE
3484,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,CARDIAC PACEMAKERS
3486,1,INSULIN INFUSION PUMP,Malfunction,,PHILIPS MEDICAL SYSTEMS
3487,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER",Injury,I,ABBOTT DIABETES CARE
3489,1,INSULIN INFUSION PUMP ADAPTER,Malfunction,OTHER,AV-TEMECULA-CT
3491,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,MEDTRONIC
3492,1,DENTAL IMPLANT,No answer provided,,MDT PUERTO RICO OPERATIONS CO
3493,1,"PULSE GENERATOR, PERMANENT, IMPLANTABLE",Injury,,BAXTER HEALTHCARE
3494,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,BAXTER HEALTHCARE
3495,1,ENDOSCOPIC ELECTROSURGICAL INSTRUMENT,Malfunction,HOSPITAL,AV-REDWOOD CITY
3496,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,I-FLOW CORP.
3497,1,INSULIN INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
3499,1,IMPLANTABLE PACEMAKER/CARDIO/DEFIB,Injury,HOSPITAL,ABBOTT VASCULAR
3500,1,INSULIN INFUSION PUMP,Malfunction,NOT APPLICABLE,"CORDIS EUROPA, N.V."
3501,1,"ELECTRODE, PACEMAKER, PERMANENT",Injury,,SYNTHES OBERDORF
3503,1,"STENT, CORONARY, DRUG-ELUTING",Malfunction,,BOSTON SCIENTIFIC
3505,1,,Malfunction,,BOSTON SCIENTIFIC
3506,1,GLUCOSE MONITORING SYS/KIT,Malfunction,I,ALCON - IRVINE TECH. CTR.
3507,1,,Malfunction,HOSPITAL,MEDTRONIC
3509,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
3510,1,INFUSION PUMP,Malfunction,,BAYER HEALTHCARE LLC
3513,1,INFUSION PUMP,Malfunction,,"HEART TECHNOLOGY, INC"
3514,1,CORONARY DILATATION CATHETER,Malfunction,UNKNOWN,MEDTRONIC
3515,1,PROTHROMBIN TIME TEST STRIPS - GJS,Malfunction,OTHER,INVACARE SUZHOU
3516,1,BLOOD GLUCOSE METER,Malfunction,NOT APPLICABLE,BOSTON SCIENTIFIC
3517,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Injury,NOT APPLICABLE,EDWARDS LIFESCIENCES
3518,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,I,LIFESCAN INC.
3519,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,DEXCOM INC
3522,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,GE OEC MEDICAL SYSTEMS
3523,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,HOME,"ALCON RESEARCH, LTD. - ALCON PRECISION DEVICE"
3524,1,,Malfunction,OTHER,"SUNBEAM PRODUCTS, INC., DBA JARDEN CONSUMER SOLUTI"
3526,1,,Malfunction,,BAXTER HEALTHCARE
3529,1,ENDOSCOPIC VESSEL HARVESTING,Malfunction,,"DANYANG JUMAO HEALTHCARE EQUIPMENT CO.,LTD."
3530,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,BAXTER HEALTHCARE
3533,1,FLUOROSCOPIC X-RAY,Malfunction,,MDT PUERTO RICO OPERATIONS CO
3535,1,"SURGICAL BURS, DRILLS, TREPHINES & ACCESSORIES",Malfunction,,ZOLL
3536,1,INSULIN INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE
3537,1,AC POWERED HOSPITAL BED,Malfunction,,MEDTRONIC
3538,1,AC POWERED HOSP BED,Malfunction,,MDT PUERTO RICO OPERATIONS CO
3539,1,DEFIBRILLATION LEAD,Malfunction,OTHER,BOSTON SCIENTIFIC
3541,1,PROGRAMMER RF HEAD,Malfunction,HOSPITAL,DEXCOM INC
3542,1,UTERINE BALLOON,Malfunction,HOSPITAL,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
3543,1,A/C POWERED HOSPITAL BED,Malfunction,,ROCHE DIAGNOSTICS
3544,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,GUIDANT
3545,1,"MOTOR, DRILL, ELECTRIC - HANDPIECE",Malfunction,,DEXCOM INC
3546,1,BLOOD GLUCOSE MONITORING SYSTEM,Injury,,MDT PUERTO RICO OPERATIONS CO
3547,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,STAAR JAPAN INC.
3549,1,IMPLANT,Malfunction,,SMITHS MEDICAL
3550,1,"STIMULATOR, ELECTRICAL, IMPLANTED, FOR PARKINSONIAN TREMOR",Injury,,GUIDANT
3551,1,,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3552,1,CHEMISTRY WASH,Malfunction,,SIEMENS HEALTHCARE DIAGNOSTICS INC - GLASGOW
3553,1,WALTON,Malfunction,,ETHICON ENDO-SURGERY
3554,1,CENTRAL NERVOUS SYSTEM FLUID SHUNTS AND COMPONENTS,Injury,HOSPITAL,MEDTRONIC PS MEDICAL
3555,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3561,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS (HTST)
3562,1,"STRETCHER, WHEELED",Malfunction,,STRYKER MEDICAL
3564,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION
3565,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
3566,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
3567,1,CIRCULATORY ASSIST SYSTEM - PRODUCT CODE,Malfunction,I,"HEARTWARE, INC"
3568,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
3569,1,80FRN,Malfunction,,HOSPIRA INC.
3570,1,SELF EXPANDING STENT SYSTEM,Injury,I,AV-TEMECULA-CT
3572,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - MOUNTAIN HOME
3574,1,"STIMULATOR, SPINAL-CORD, TOTALLY IMPLANTED FOR PAIN RELIEF",Injury,,MEDTRONIC MED REL MEDTRONIC PUERTO RICO
3575,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS GMBH
3576,1,"DEFIBRILLATOR, D.C.",Malfunction,,GE MARQUETTE MEDICAL SYSTEMS
3577,1,SCS LEAD,Injury,,ST. JUDE MEDICAL - NEUROMODULATION
3578,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3579,1,Z-STENT,Malfunction,HOSPITAL,WILSON-COOK MEDICAL INC.
3581,1,VALVE HEART MITRAL EDWARDS 29M,Malfunction,HOSPITAL,EDWARDS LIFESCIENCES
3582,1,ENDOSCOPIC STAPLER AND STAPLES,Malfunction,,"ONUX MEDICAL, INC."
3583,1,"MOTOR, DRILL, ELECTRIC - CONSOLE",Malfunction,,DEPUY SYNTHES POWER TOOLS
3584,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - MOUNTAIN HOME
3586,1,*,Malfunction,HOSPITAL,CARDIAC PACEMAKERS
3587,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,ROCHE DIAGNOSTICS
3589,1,,Malfunction,OTHER,ABBOTT VASCULAR-VASCULAR SOLUTIONS
3590,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,"ABBOTT DIABETES CARE INC., USA"
3591,1,TRACH,Injury,,COOK MEDICAL
3593,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3594,1,,Malfunction,OTHER,ABBOTT VASCULAR-VASCULAR SOLUTIONS-SWITZERLAND
3595,1,"MOTOR, DRILL, PNEUMATIC - HANDPIECE",Malfunction,,DEPUY SYNTHES POWER TOOLS
3596,1,ELECTROSURGICAL: CUTTING AND COAGULATING,Malfunction,HOSPITAL,DEPUY MITEK
3597,1,CONTINU-FLO SET,Malfunction,HOSPITAL,BAXTER HEALTHCARE CORP
3599,1,IMPLANTABLE TACHY LEAD,Injury,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
3601,1,INSULIN INFUSION PUMP,Malfunction,HOME,"ROCHE DIABETES CARE, INC."
3602,1,ELASTOMERIC INFUSION SYSTEM,Malfunction,,BAXTER HEALTHCARE CORPORATION
3604,1,"COUNTER, DIFFERENTIAL CELL",Malfunction,,BECKMAN COULTER
3606,1,"ELECTRODE, PACEMAKER, PERMANENT",Malfunction,,MEDTRONIC SINGAPORE OPERATIONS
3607,1,INSULIN INFUSION PUMP,Malfunction,U,ROCHE DIAGNOSTICS
3609,1,IMPLANTABLE LEAD,Malfunction,,CPI - DEL CARIBE
3610,1,"STAPLE, IMPLANTABLE",Injury,,"ETHICON ENDO-SURGERY, LLC."
3611,1,MDS,Malfunction,,"DEXCOM, INC."
3612,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,I,BAXTER HEALTHCARE - LARGO
3613,1,PTCA BALLOON CATHETER,Malfunction,HOSPITAL,CR BARD GALWAY LTD.
3614,1,"ELECTRODE, PACEMAKER, PERMANENT",Malfunction,,MPRI
3616,1,BLOOD GLUCOSE MONITORING DEVICE,Malfunction,OTHER,ROCHE DIAGNOSTICS
3617,1,IMPLANTABLE LEAD,Injury,HOSPITAL,"CARDIAC PACEMAKERS, INC"
3618,1,"HEATER, BREATHING SYSTEM W/WO CONTROLLER (NOT HUMIDIFIER OR NEBULIZER)",Malfunction,,CAREFUSION
3619,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3620,1,IMPLANTABLE TACHY LEAD,Malfunction,HOSPITAL,"MEDTRONIC, INC."
3621,1,KNEE TIBIAL TRAY IMPLANT W/HOLE PLUGS,Injury,HOSPITAL,KIRSCHNER
3622,1,SYRINGE INFUSION PUMP,Malfunction,,"MEDEX, INC."
3624,1,DRUG-ELUTING STENT (NIQ),Malfunction,,CORDIS DE MEXICO
3625,1,TROCAR,Injury,INVALID DATA,UNITED STATES SURGICAL CORP.
3626,1,ULTRASCAN B,Injury,,ALCON - IRVINE TECHNOLOGY CENTER
3627,1,"UNIT, PHACOFRAGMENTATION",Malfunction,I,"ALCON RESEARCH, LTD. - IRVINE TECHNOLOGY CENTER"
3629,1,PERMANENT PACEMAKER ELECTRODE,Malfunction,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
3630,1,SUTURE,Injury,HOSPITAL,"ALCON LABORATORIES, INC."
3631,1,MDS,Malfunction,I,"DEXCOM, INC."
3635,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Injury,,MDT PUERTO RICO OPERATIONS CO
3636,1,MDS,Malfunction,I,"DEXCOM, INC."
3637,1,"TUBES, GASTROINTESTINAL (AND ACCESSORIES)",Malfunction,,CONVATEC INC.
3639,1,VENA CAVA FILTER,Malfunction,INVALID DATA,B BRAUN VENA TECH
3640,1,"LRK - DEVICE, ANTI-SNORING",Injury,,"MEDTRONIC XOMED, INC."
3642,1,SUTURE MEDIATED CLOSURE,Injury,,AV-TEMECULA-CT
3644,1,,Malfunction,HOSPITAL,MAQUET CRITICAL CARE AB
3645,1,IMPLANTABLE PACEMAKER/CARDIO/DEFIB,Injury,HOSPITAL,"MEDTRONIC MED REL, INC."
3649,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3652,1,PERMANENT PACEMAKER ELECTRODE,Malfunction,,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
3653,1,"PULSE-GENERATOR, DUAL CHAMBER, IMPLANTABLE",Malfunction,,"MEDTRONIC, INC."
3654,1,DENTAL FILE,Malfunction,,DENTSPLY TULSA
3656,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS (SLC)
3657,1,"VENTILATOR, CONTINUOUS, FACILITY USE",Malfunction,,RESPIRONICS INC.
3659,1,"SET, BLOOD TRANSFUSION",Malfunction,,BAXTER HEALTHCARE
3661,1,SUTURE MEDIATED CLOSURE,Malfunction,,"PERCLOSE, INC."
3662,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,,ROCHE DIAGNOSTICS
3663,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,"ABBOTT DIABETES CARE INC, USA"
3665,1,RV LEAD,Injury,HOSPITAL,MEDTRONIC
3666,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,MEDTRONIC OF CANADA LTD.
3667,1,"WHEELCHAIR, MECHANICAL",Malfunction,,INVAMEX
3668,1,890.3860,Malfunction,,INVACARE TAYLOR STREET
3669,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3670,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
3671,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE PTE. LTD.
3672,1,PROTHROMBIN TIME TEST STRIP-JPA,Malfunction,OTHER,ROCHE DIAGNOSTICS
3673,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,"LIFESCAN, INC."
3675,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
3676,1,INSTRUMENT,Malfunction,,STRYKER ORTHOPAEDICS-MAHWAH
3677,1,890.3860,Malfunction,,INVACARE TAYLOR STREET
3678,1,80FRN,Malfunction,,HOSPIRA COSTA RICA LTD.
3679,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORP.
3680,1,,Malfunction,,J. T. POSEY CO.
3681,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION
3682,1,,Injury,,ST JUDE MEDICAL - NEUROMODULATION
3683,1,IMPLANTABLE PACING LEAD,Malfunction,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
3685,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - MOUNTAIN HOME
3687,1,INFUSION PUMP,Malfunction,,"HOSPIRA, INC."
3688,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Injury,,MDT PUERTO RICO OPERATIONS CO
3689,1,TRANSFER SET,Malfunction,,MOUNTAIN HOME
3690,1,GASTROINTESTINAL TUBE AND ACCESSORIES,Malfunction,,CONVATEC INC
3691,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3692,1,"MOTOR, DRILL, ELECTRIC - HANDPIECE",Malfunction,,DEPUY SYNTHES POWER TOOLS
3693,1,,Malfunction,HOSPITAL,WILSON-COOK MEDICAL INC
3694,1,PUMP,Malfunction,UNKNOWN,RICE CREEK MANUFACTURING
3695,1,*,Injury,HOME,BAUSCH & LOMB
3696,1,LIGASURE VESSEL SEALING SYSTEM,Malfunction,,COVIDIEN LP (FORMERLY VALLEYLAB)
3697,1,SKIN STAPLER,Malfunction,,TELEFLEX MEDICAL
3698,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3700,1,"BED, AC-POWERED ADJUSTABLE HOSPITAL",Malfunction,I,STRYKER MEDICAL LONDON DBA CHG HOSPITAL BEDS (MDR)
3701,1,TRANSFER SET,Injury,,BAXTER HEALTHCARE CORPORATION
3705,1,BOROSILICATE TYPE I GLASS BARREL SYRINGE,Injury,,"EMD SERONO, INC."
3707,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3710,1,INSULIN INFUSION PUMP,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3712,1,,Malfunction,,PHILIPS HEALTHCARE
3713,1,"SNARE, FLEXIBLE",Malfunction,,BOSTON SCIENTIFIC - COSTA RICA (COYOL)
3714,1,"DEFIBRILLATOR, AUTOMATIC IMPLANTABLE CARDIOVERTER",Injury,,MPRI
3716,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
3717,1,,Malfunction,,CAREFUSION CORP
3718,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS (SLC)
3719,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,I,CAREFUSION
3720,1,"IMPLANTABLE CARDIOVERTER DEFIBRILLATOR, NIK",Malfunction,OTHER,"ST. JUDE MEDICAL INC., CRMD"
3721,1,TRANSFER SET,Malfunction,,BAXTER HEALTHCARE CORPORATION
3722,1,,Malfunction,OTHER,"ETHICON ENDO-SURGERY, LLC"
3724,1,POWERED WHEELED STRETCHER,Malfunction,,STRYKER MEDICAL
3725,1,78KDJ,Malfunction,,BAXTER HEALTHCARE LTD.
3726,1,"UNIT, PHACOFRAGMENTATION",Malfunction,,ALCON - IRVINE TECHNOLOGY CTR
3727,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS
3728,1,"PUMP, INFUSION, ELASTOMERIC",Malfunction,,BAXTER HEALTHCARE - IRVINE
3730,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC MINIMED
3731,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP
3732,1,TAMPON,Malfunction,,KIMBERLY-CLARK CORPORATION - CONWAY MILL
3733,1,KNEE INSTRUMENT,Malfunction,,"ZIMMER, INC."
3734,1,PICTURE ARCHIVING AND COMMUNICATION,Malfunction,,AGFA HEALTHCARE CORP.
3736,1,"ELECTRODE, PACEMAKER, PERMANENT",Injury,,MPRI
3737,1,"SNARE, FLEXIBLE",Malfunction,,BOSTON SCIENTIFIC - COSTA RICA
3738,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3741,1,DISPOSABLE SURGICAL STAPLER,Malfunction,HOSPITAL,UNITED STATES SURGICAL CORP.
3742,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3745,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Injury,,MDT PUERTO RICO OPERATIONS CO
3746,1,INSULIN INFUSION PUMP,Malfunction,OTHER,DISETRONIC MEDICAL SYSTEMS
3747,1,CLIP APPLIER,Malfunction,NOT APPLICABLE,LACEY MANUFACTURING CO.
3748,1,CARDIAC ABLATION PERCUTANEOUS CATHETER,Injury,,"ST. JUDE MEDICAL, INC. (AF-IRVINE)"
3749,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3751,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - MOUNTAIN HOME
3753,1,890.3850,No answer provided,,UNKNOWN
3754,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3755,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Malfunction,,"ST. JUDE MEDICAL, INC., CRMD"
3756,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
3757,1,,Malfunction,,BOSTON SCIENTIFIC CORPORATION
3758,1,PTA BALLOON DIL CATHETER,Malfunction,HOSPITAL,MEDI-TECH A DIV. OF BOSTON SCIENTIFIC CORP.
3759,1,IMPLANTABLE LEAD,Injury,,CPI - DEL CARIBE
3762,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC MINIMED
3764,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,GUIDANT CRM CLONMEL IRELAND
3765,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS
3766,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3767,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS INC.
3768,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS-DUP
3769,1,RESERVOIR,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
3771,1,SUTURE MEDIATED CLOSURE,Injury,I,AV-TEMECULA-CT
3772,1,IMPLANTABLE TACHY LEAD,Malfunction,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
3773,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3774,1,INTRAOCULAR LENS,Other,,"ALCON LABORATORIES, INC. / HUNTINGTON"
3776,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,ROCHE DIAGNOSTICS CORP.
3777,1,TISSUE REMOVAL SYSTEM,Malfunction,HOSPITAL,CIRCON MEDICAL
3778,1,PROTHROMBIN TIME TEST,Malfunction,,"HEMOSENSE, INC."
3779,1,MCM,Malfunction,,COCHLEAR LTD
3782,1,THUNDERBEAT HANDPIECE,Malfunction,I,OLYMPUS MEDICAL SYSTEMS CORP.
3783,1,CARDIAC PACEMAKER,Injury,HOSPITAL,"ELA MEDICAL, S.A.S."
3784,1,AC-POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,"HILL-ROM, INC."
3785,1,IMPLANTABLE PULSE GENERATOR,Malfunction,,GUIDANT CRM CLONMEL IRELAND
3786,1,VASCULAR STENT,Malfunction,I,ANGIOMED GMBH & CO. MEDIZINTECHNIK KG
3787,1,PROTHROMBIN TIME TEST STRIP - JPA,Malfunction,OTHER,ROCHE DIAGNOSTICS
3788,1,,Malfunction,,GE OEC MEDICAL SYSTEMS GMBH
3789,1,"STIMULATOR, SPINAL-CORD, TOTALLY IMPLANTED FOR PAIN RELIEF",Malfunction,OTHER,MDT PUERTO RICO OPERATIONS CO
3790,1,ENDOSCOPIC ELECTROSURGICAL INSTRUMENT,Malfunction,HOSPITAL,"INTUITIVE SURGICAL,INC."
3793,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3794,1,SUTURE MEDIATED CLOSURE,Injury,,AV-TEMECULA-CT
3796,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
3797,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORPORATION
3798,1,LEAD,Malfunction,HOSPITAL,SORIN BIOMEDICA CRM S.R.L.
3801,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - MOUNTAIN HOME
3802,1,ENTERAL FEEDING DEVICES,Malfunction,,BOSTON SCIENTIFIC CORP.
3803,1,IMPLANT,Malfunction,OTHER,STRYKER OSTEOSYNTHESIS FREIBURG
3804,1,CONTINUOUS VENTILATOR,Malfunction,I,COVIDIEN
3807,1,EXTERNAL PULSE GENERATOR,Malfunction,HOSPITAL,MEDTRONIC MILACA INC.
3808,1,890.3860,Malfunction,,INVACARE TAYLOR STREET
3809,1,DISPOSABLE CLIP APPLIER,Malfunction,HOSPITAL,UNITED STATES SURGICAL CORP
3810,1,SPINAL CORD STIMULATOR,Malfunction,,BOSTON SCIENTIFIC NEUROMODULATION CORPORATION
3811,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
3812,1,PTA GUIDEWIRE,Malfunction,,BOSTON SCIENTIFIC
3813,1,AC-POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,"HILL-ROM, INC."
3814,1,"BED, AC-POWERED ADJUSTABLE HOSPITAL",Malfunction,,STRYKER MEDICAL-KALAMAZOO
3816,1,"IMPLANTABLE CARDIAC MONITOR, MXC",Malfunction,HOSPITAL,"ST. JUDE MEDICAL, INC., CRMD"
3817,1,CENTRAL MONITORING STATION,Malfunction,,"MINDRAY DS USA, INC."
3820,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP.
3821,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,U,ROCHE DIAGNOSTICS
3822,1,PERMANENT PACEMAKER ELECTRODE,Malfunction,OTHER,"ST. JUDE MEDICAL, INC., CARDIAC RHYTHM MANAGEMENT DIVISI"
3823,1,CUTTING LOOP,Malfunction,HOSPITAL,KARL STORZ
3824,1,ENDOSCOPIC INSTRUMENT,Malfunction,HOSPITAL,"INTUITIVE SURGICAL,INC."
3826,1,ENDOSCOPIC LINEAR CUTTERS,Malfunction,NOT APPLICABLE,"ETHICON ENDO-SURGERY, INC. (CINCINNATI)"
3827,1,IMPLANTABLE TACHY LEAD,Death,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
3828,1,GLUCOSE MONITOR,Malfunction,,NOVA BIOMEDICAL CORPORATION
3829,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
3830,1,"HCG, KRD",Malfunction,,"PENUMBRA, INC."
3834,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
3836,1,80FRN,Malfunction,,HOSPIRA HOLDINGS DE COSTA RICA LTD.
3837,1,"UNIT, PHACOFRAGMENTATION",Injury,I,"ALCON RESEARCH, LTD. - IRVINE TECHNOLOGY CENTER"
3839,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - MOUNTAIN HOME
3840,1,OYC,Malfunction,I,"DEXCOM, INC."
3841,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,"LIFESCAN, INC."
3842,1,"POWERED SUCTION PUMP, 878.4780",Malfunction,,"EMG TECHNOLOGY CO., LTD."
3843,1,MDS,Malfunction,,"DEXCOM, INC."
